essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
754,1,"need gather inform project present school, go find aout topic quickli easily? peopl turn one commonli use piec technolog @location1, computer. comput use quick easi research, interact commun friend person entertainment. peol argu comput take away enjoy nature, spend time famili friend exercising. computer? possabl research, etc. would much difficult. example: comput help us learn almost anyth quickli easily. could help make work school job less stressful. also, comput access right name, travel required. comput program use prepar articles, essays, slide show brochur presentation, well. computer, research would much struggl could requir travel. comput one common way commun friend family. websit e-mail help keep intouch anyon around world. write e-mails, access live chat even webcam. e-mail like mail letter except diliv instantli cost anything. also risk anyon read mail. live chat iswhen chat text computer. webcam face face interact giv effect talk person: @caps1 benefit commun comput doesnt cost thing. lastly, comput provid game person entertainment, help kill boredom. comput also help improv hand-ey coordination, along stay orgin @caps2, pictures, video place file save comput make easi open @caps1 time. comput @month1 take away activ think much harder stress thing without it. think comput good effect peopl well help piec technology.",5,4,9
755,1,"dear local newspaper, strongli believ comput great benefici affect society. @caps4 mani features. options, abil use! would realli tri prevent child, friends, famili use amaz invent help us everi day? comput help other communicate, help educ you, even prepar future. one great option comput option commun others. set email chat account talk friend family. peopl might think, ""@caps1 use phone talk others."" @caps2 mani reason @caps1 talk onlin better use phone. rememb one time year ago. cousin @person2 alon hous phone work @person2 went star get us soda heard crash sound, @person2 fallen stairs. phone wren't opperating, hop comput room quickli ""chat"" dad tell happened. on, dad call ambul @person2 allright. @caps4, comput great way communicate, also save somen life! anoth featur comput actual educate. example, stuident write paper school @caps3, would need research. internet explor comput open eye world kodedge. go search engin @organization1 @organization2 type subject wish learn about. know it, there' million upon million websit educ subject want gain knoledg on. @person1, high school teacher, state ""@percent1 student school use comput help homework reseacrh."" @caps4, it, computer' great resourc information. one last reason comput @caps4 benefici societi actual help prepar futur jobs. perhap day child get job work offic must use comput day long. heard compani go hire expierenc computers. however, know use comput @caps2, great chanc get job support family. studi say ""@percent2 buis involv use computer"" comput becom bigger part societi second, import start learn soon possible! think clear import comput society. help increas communication, great sourc knoledge, bhelp prepar jobs. pass day, comput help advanc futur help make world better place.",4,5,9
756,1,"dear local newspaper, write let know mani peopl spend much time computor rather enjoy nature. peopl say advanc technolog believ comput effect peopl way saying. mani peopl show say use comput rememb think natur nice thing store us. im go say expert right peopl spend much time comput less time exercising, enjoy nature, interact famili friends. im think point mani famili member friend see rel person companion much comput like think mayb care anymore. care natur love one great thing. @percent1 friend agre say peopl less electron devic effect brain mayb eye sight (ey vision.) @caps1 peopl lay it. @person1 yale univers conduct extens reaserch proven mani comput use peopl damag use everi time. strongli agre time limit someth let later spaar time enjoy fun natur someth differ enjoy listen soft music. know agre say mayb peopl spend less time effect themselves. whatsoev im hope agre posit possibl break habit go comput time famili friend start with.",4,4,8
757,1,"dear @caps1, @caps2 expert concern today' population' comput usage. agre, mani children adult count label obese, overweigt. technolog advanc enough machin everyday tasks, prove lazi @caps3 now-a-days. peopl sit home stand comput screen, forget spend time exercising, enjoy nature, fun friend family. comput clearli interfer one' @caps4 @caps5 real @caps5, ""@caps4 @caps5"" chat other internet. applic releas connect peopl comput devast reason leav house. video, virtual meet person, show lone individu separ others. friend party. absent, i'm sure webcam there. anoth reason comput need mani peopl neglect pure nature. surround new digit age. beauti outdoor becom forgotten. sure watch videos, look pictur nature, realli anyth compar crisp, clean aid hair lifetim anim action @month1 see? plus, natur fact outsid @month1 inspir continu diet, begin one, see healthi perfect outdoor be. also serv great place exercise. know, obes factor @location1 around world. now, oevrweight time high, claim live caus mani depression. opinion, believ highli realt comput usage. especi fast food play role. peopl realiz need exercis often. conclusion, see comput usag affect us nation, neg way. comput use @month1 ""ok"" use moderation, like sweet oili foods. serv way pass time, while, exercise... one would think would end believ solution? obviously, must stop reli technolog help, begin activ again.",4,5,9
758,1,"dear @caps1, beliv peopl spend much time one computors. beliv @caps7 reason why. @caps2 first reason peopl wast money it. also everi thing get comput get book. finali @caps2 reason ""@caps8 crises."" @caps2 first reason say peopl spend much time comput peopl wast two much money it. beliv electr bill @caps3 bill. peopl comput electr bill alway high reason forc pay @num1 dollar electricity. also true becus constant charg laptop run computors. also pay @num2 odd dollar @caps3 bill keep @caps3 connection. bocom total @num3 odd dollar go dawn. @caps2 second reason anyth everi thing get @caps3 get books. beliv think websit maker get info from. read book also increas knoledg time quickli come answer. anoth reason websit alway accur information. @caps2 third final reason deal ""@caps8 crisis."" @caps7 peopl everi day get less less activ computers. caus less peopl phisicali activ less fit. @location1 suffer it. less less peopl join armi crise computor sadli con triput world wide crisis. eagerli hope @caps2 letter hase help see @caps2 point view subject. show peopl spend much time comput wast money, anyth get computor get book, ""@caps8 crisis"".",4,4,8
759,1,"dear @caps1 @caps2, heard concern mani scientist computers. comput brought us @date1 improv societi harm children health education. computers, children adult around world spend less time famili friends, enjoy athlet activ health problems. increas technology, children adult spend time families. comput ruin famili connections. example, studi @organization1 show famili comput hous commun less. children talk friend onlin go social network site instead talk person famili members. also, comput make hard famili meal together. children computer, want leave. obset technolog make harder famili grow move succes school. comput children better education. athlet activ also suffer @person1, fresh air children websit day inst a. sport team computers. electr run comput radiation. expos could lead brain damag possibl death. aunt bought comput first time, complain massiv headach kept returning. caus radiat emit computer. anoth health risk obesity. children sit front comput mani hours, increas apetite. children eat noth better do. computer, user eat gain weight loss exercise. could becom obes possibl get diabetes. therefore, less commun families, loss excersise, health concern caus computers. consequ misus technolog devast could life thretening. thus, urg whatev possibl use comput less face consequ come it.",6,4,10
760,1,"comput great, help anyth need. shop then, pay bills, even book flight go vacation, peopl spend much time them. spend certain amount time day. mani peopl spend enough time comput peopl ran often stay comput hour even reliz it, stay @time1 work, play games. @time1 eventu take toll body. @caps2 machin day use littl energi all. spend @caps1 night bed toss turning. leed feel horribl @time2, @caps2 @time1 go bad effect body. believ peopl spend time comput eventu get overweight. @caps2 sit chair day get exercis ever. eat burn calori leed peopl gain wait becom wait bodi becom unhealthi like leed health issues. peopl comput end ignor nature. miss wonder warmth @caps3 @caps4, go play snow make @caps5, forts, @caps6 fight. even miss go outsid talk walk reason @caps7 @caps8 insid hous fare glu computer. comput take lot body. caus health problem even problem general. peopl spend part day computer. part day outside, walk around, mayb play pets, children friends. long they'r chair comput get exercise.",4,5,9
761,1,"dear local newspaper, comput useful tool school report someth effect but, @caps2 realli need thoe computers. use comput school project @caps3 hassel. one mani problem peopl fase use comput freazing, project comput frezz' @caps3 verri time consumming. anoth problem pop up's, pop up' cous virouses, comput get virous, @caps3 lead becom slow. witch lead us next problem slowness, comput becom slow @caps3 verri digital. sever problem risk come computer. one health problem becom hermet stay insid day attach computer. anoth problem becom verri obeas get physic exersise. one risk use comput could end get fassebook, @caps1, myspase, meat one protend one get abduct molester! altern could make instead use computer. one altern could go local librari cheak book topick want inform on. anoth altern ask teachor she/h could leand class text book. main atern comput old fashon books! @caps3' choice,""@caps2 reali need comput live them?"" @caps3' choice!",4,4,8
762,1,"computers. amaz marvel scienc greatli benefit man-kind today. comput good bad depend use them. homework made easier, connect other easier, entertain like @caps1 video game click away. otherhand, comput distracting, addicting, tiring. import know pro con computers. example, search engine, @organization1, easi use websit helpful. concept problem troubl with, type @organization1 link websit pop help answer anyth would like know. also websit call @location1. websit purpos dictinary, @caps2, encyclopedia translator. even applic cellphone. technolog also distracting. social network websites, like facebook, game websit like @caps3, also websit like @caps4 tempt distract homework. procrasin easi give into. self control way avoid problem. budget time homework, go comput also important. one thing find use comput onlin textbook. lucki enough today larg book format onto computer. instead carri @num1-pound text book, use @num1 megabyt book internet. make travel school much easier. that, textbook often use lot desk space, nneed space comput consum anyway. studi also made easier way. thing comput great. also keep us go outside, excersising, se real peopl real life. need comput bad. connect society. status, feelings, friends, posit life alway need updated. distract everywhere. facebook, instance, addicting. look virtual landsacape. self control realli way get comput step real world. overall, comput great, know when, long use it. sever benefit entertainment, communication, information. thing distract helpful. know this. hope societi think pro con computer.",5,5,10
763,1,"local newspaper, comput heavi impact on, today society. peopl depend lot peopl disagree. think comput posit affect people. comput entertaining. help find long lost friend keep contact them. plu help homework. pleas proceed read see chose resons. firstly, comput entertain. thousand game chose from. dress educational. good young children age five six. state write prompt teach hand-ey coordination. addit first reason, comput help long lost friends. websit help find people. exampl @caps1, @caps2, yahoo. websit help keep touch to, family. there phone there alway computer. lastly, comput help homework. sometim even need internet there calcul built right in! nationwid websit that use children improv edhelper.com. websit work sheet help level child on. conclusion, think comput good impact people. entertaining, keep contact, help homework. pleas take reason consideration.",4,4,8
764,1,"dear local newspaper, understand comput put bad effect peopl ages. opinion stay comput day caus miss outdoor activities. also sit chair day, honestli happen you? becom less active. past experi learn get interest comput game come addicting. comput put neg affect peopl think stop think doing. like stay comput day inde activ sports. @caps2 exampl @percent1 american play soccer. beati fall leav beati chang miss play soccer beati leav comput can't get eye of. anoth breathtak adventur @month1 miss hiking. hike amaz get top see hous peopl like (cach potatoes) sit insid computer. simpl activ lost addict game call fun. comput like caus effect. @month1 think play farm town chate facebook, fetur miss beauti natur sports. connect @caps1' miss sport comput caus becom weight. recent studi show @percent2 children obeas comput games. @month1 think how, friend name named, @person1 use love play side play sport came @caps2 computer. way @num1 pound @num2. honestli sit chair day caus activ gain weight. want happen you? help tell other comput caus neg effect others. lastli play compter chat friend @organization1 caus @caps2 exampl talk girlfriend spain @caps2 callag garente go put school work, @caps3 @caps4 need done. end end time @caps2 bed got noth done weather tri get level @num3 talk girlfriend noth accomplished. yet resent scientif studi report six hour comput per day @caps2 one week @caps5 vision @num4 @num4 @num6 @num6. keep @month1 seem bad @num8 hour look comput kill eyes. would rather blind use comput could happen? comput bad thing use piec technolog caus miss event sports. also lead overweight sens get active. final comput bad @caps2 eye caus procastonate. help help avoid bad effect caus computer.",5,4,9
765,1,"dear editor, belev peopl computers, reson dosen't take @num1 day email. learn faraway places. also talk peopl around world. look detail peopl likli agree. firstli dosent take @num1 day email email someon take five second get person. regular mail take @num1 day week get anoth person. email one email back save govern money. email much faster mall like call snail mail. anoth reson would abl learn diffrent contri faraway near. would abl @location1 live room without computers. wouldnt't. without comput would abl learn earth quak chile. wouldent. compter modern day telivis kids. lastli talk peopl comput mani way talk peopl like facebook, myspace, aim, vidio chat call one @caps1 ju vidio chat them. conus comput good. email fast. learn foreing contri live room. also chat peopl online. think comput good you.",4,3,7
766,1,"dear @caps1, ever use comput anyth besid buisness? well busi tri it. effect comput peopl lot fun go play, help mostli anything, find anyth websit cloth map store location. three reason agre reason peopl right choos want to, weather littl bit cold go enjoy nature, lastli interact friend famili onlin website. peopl right choos gover can't choos sinc they'r busi import stuff. also constitut state gover can't choos us power think. weather cold go out, plu natur much better @date1 @date2 hot cold that sun good that peopl enjoy nature. technolog today world better take advantag technolog world, also technolog help peopl like gener old time peopl generators. hope letter chang opinion thank read it.",4,4,8
767,1,"dear newspap @caps1, @caps2 opion thig that, comput use time. peopl use talk friend famili online. peopl also use comput home work online. last rason say comput use fun stuff game play. use comput look @caps2 team doing. why. comput good society, peopl use comput talk friend famili @caps3, @caps4 @caps5. good reson becuas family. think good way talk them. friend good way move talk this. reson bad thing peopl like older men use comput child pornarapi talk younger girl sex that right. use comput homework. reson comput good us peopl use comput homework. good need someth histori that good good everyth need computer. comput good society. @caps2 @caps8 reson comput good fun stuff. comput everi game want kid games, @caps2 @num1 year old sister goe game match. teenag play game computer. compter cool see @caps2 footbal team doing. ho @caps2 @caps7 doing. comput good. @caps2 opion compter use time peopl use talk frend famili online. peop also use comput homework. final last @caps8 reson use fun game kids. check @caps2 team doing.",4,4,8
768,1,"dear @caps1 @caps2 @caps3, strongli sudjest peopl spend time away computer. instead exercise, outdoor activity's, importantli spend time famili friend's. think best way get everyon agre write passag explain think peopl spend time away computer. import reason peopl stop wast time comput could get exercise. get exercis could help big way less exercis get mean less healthier are. exercis could also help could health prevent get deabetes, lot peopl get diabet bodi shape. last reason say get exercis good because, get exercis would worri desea problem' elder ages. anoth way could spend time instead stay comput outdor activity's. outdoor activ could realli good use go outsid play nice game footbal friend would fun you. rememb one time first start go outsid much fun. last reason say peopl spend time outdoor activ nature. would realli good go walk nice @date1 day feel breez smell nice scents. last reason say spend time comput could spend time family. spend time famili way import go comput friends. rememb one time cousin hous realli know got spend time know lot other. last reason say spend time famili could learn lot family. know three reason' say could thing' instead spend time comput exerciseing, outsid activity's, spend time family.",4,4,8
769,1,"dear @organization1 newspaper, firmli believ comput posit benefit society. advanc technolog enrich peopl lives. one way comput help student school work onlin see teacher pages. anoth great thing comput whenev peopl need inform detail place thing count internet help out. importantli vital sourc communication. peopl depend comput schedul keep touch everyon know. without comput student would lot worse. student forget homework, go teacher onlin page check assign night. anoth thing student benefit onlin textbooks. student can't manag carri home @num1 pound book use textbook online. nowadays, internet fill lot great inform educ site. teacher also allow student research project onlin particip onlin educ activities. comput help educationally' probabl must well known inform centers. peopl want see restaurant, store product, online. also, mani peopl want go destin know get there. internet provid direct reach destin quick effici manner. extrem import help aspect internet abil purchas order item online. someon decid something, find sort inform product shop around lowest price. peopl even order groceri new hous busy! strongli think internet number one way commun people. example, team manag soccer team alway email time locat next game practice. would lost confus without email depend on. buis also heavili reli internet keep touch client keep buisness. use web confrenc save lot travel allow compani buis world. all, peopl depend heavili social network site keep intouch friends, keep date news, fun talk people. without internet, probabl half world commun would would good. computers, without posit effect society. educ resourc helpful. also, best inform databas known probabl used. importantly, wihout comput world would mess without main sourc commun peopl know spend much time insid alway know go outsid fun get fresh air. therefore, comput neg effect peopl remain essenti asset everyday life.",5,5,10
770,1,"dear readers, understand peopl concern peopl spend much time comput bad. disagree, comput help keep famili member live far away touch. also see pictur thing cant see everyday. finally, help school work. know famili son fight @location1. brought laptop ask video chat family. seem though never left. without it, famili would wonder worried. famili member war talk computer. ever want see @location2 look like? travel find out. search computer! live citi lot natur it, see like outsid computer. see sight @month1 make travel, travel famili bring closer. studi show @percent1 famili go vacat strong relationships. comput mandatori school. best thing research with. @percent2 student fail use comput homework. also websit use studying. student school fail classes. never use computer. friend suggest use one home trouble, tries. use comput help studi test next day. end get @percent1 test use computer. matter use comput homework, talk friend familym one import invent ever made.",4,4,8
771,1,"comput important, donâ€™t know anyon need one. peopl say distract exercising, enjoy nature, interact famili friend. agree? disagre situat comput modern day tech peopl use. say distract interact famili friend comput number one way talk long distanc friend family, @caps1 without comput peopl work busi work, last alway need comput research. comput grab attent lot teenager. site use due interact famili friends. two main site peopl use myspac facebook everyon must know two site nine ten peopl use interact think comput would abl interact long distanc friend family. aunt facebook friend live @caps2 interact time @caps1 phone comp. webcam see person too. busi peopl need comput lot cours mobil comput that laptops. say peopl comput work schedules, notif boss sent much week peopl work weekend go visit famili member mosli day week job pay cours need computer. googl number one search websit have. want know time movi start like go search computer, research paper due cours use computer. need comput everyth ask dad squar root pie would tell googl it. one main thin peopl us comput research. you! yeah said think comp. waist breath think help commun friends. lot busi peopl need work last good research engine. littl advic dont spend all!! day comput pick walk shoe get fresh air day comput go enjoy self way possible.",5,4,9
772,1,"dear @caps1 @caps2, @caps3 comput hold exclus inofrmation, believ good effect people. major student today crowd around comput take care body. excersis go outside. peopl need enjoy wonder natur instead sit computer. comput impact people, @month1 also impact famili friends. less interact time risk go computer. differ websit expos wrong thing get trouble. firmli believ comput hambl affect people. @location1 today, alreadi load obes poeple. @num1 outof @num2 peopl physic healthi major obes peopl today state computer. comput attract peopl @month1 sit comput hour time excersis enjoy outdoors? comput damag bodi way luer go enjoy nature. definatli argu fact comput bad effect humans. comput chang body, mind. sister comput bedroom bare see all. stay time, mom call dinner, take five @caps2 get away computer. comput affect peopl keep human away civilization. friend famili impact lack interact one person. disrespect take time away friend play computers. ruin mani peopl social health, ignor famili friends, peopl stop tri interact them. comput finat came around, want anyon them. comput definatli unhealthi affect peopl use them. would feel ton person info got public. nowadays, comput major chanc you. websit like @caps4, mysapce, twitter information, click button, expos world. comput background kind effect people. dont understand bad info pictur send out, fulli neg impact career edecation. comput help peopl make wrong choic doubt peopl let time spend internet. mani agree, comput disadvantag mani peopl way. whether take health away keep mani indoors, cost friend family, comput good physic social health. comput send inform risky. major impact futur impact peopl bad way.",5,5,10
773,1,effect comput peopl adult kid get way attent need to. first reason spend time social networking. other either buy thing play games. peopl comput wast much time tech-saavy. way peopl spend time like bike take brisk walk. anoth solut get learn skill find job around town. comput drain wast peopl mind everyday. think essenti peopl can't get seek fit mental health. could legitim reason comput spend much time want. peopl abus access comput much think find someth els do. think it'll good idea time comput shut one day week. mean cable/enternet compani turn internet cabl week pure exercise. make peopl lazi someth active. it'll also good motiv peopl comput watch t.v much. would make everybodi fit health try. understand elderli senior citizen need comput health help. that' understand everyon els exempt. comput laptop network disconnect make peopl get feet someth help brain building. everyday peopl digit suck in. peopl world can't get enough need dead soon. govern make legal law must someth activ benefit you. person state local town person goe everi house. anoth way could done one person everi street state go home-to-hom make sure procedur done. lot peopl go like obey new law. penalti toward anyon fail abid it. second choic loss internet services. make realli mad exchang still exercise. sometim take harsh law make somebodi change.,4,4,8
774,1,"know comput number @num1 sell electron devic world? think comput make soceiti smarter intelig place. also comput help old time friend famili keep touch. finnali think help societi comput teach great hand-ey coordination. studi shown @percent1 peopl grow comput home high pay job! comput intellig piec equip know use comput likley hae high pay carreer. also mostli everi job doctor polic offic casheer store involv comput go job must know work computer. one mani reason think comput benifit soceity. secondly, think price technolog benifit soceiti keep family, friend worker touch. ever time think back wish could see old high school friend even famili living. far away, @caps1 comput one popular way new websit like @caps2, twitter even old email websit peopl keep touch world. anoth way comput help old time friend keep touch new video camera computer, family, friend worker actual see differ part world. simpl messag though one websit make someon day could even make yours. finnali think comput benifit soceiti teach hand eye coordin life skills. think peopl shoot gun quickli think basebal player swing perfect time. thing revolv around hand-ey coordin best learn computers. also peopl save live type hurricane, tornado anyth know work comput mani peopl get injur die. three mani reason think comput benifit soceity. think twice neg comment peopl say computers.",4,4,8
775,1,"dear @organization1, @caps1 use comput good thing. state web mani thing do. example, facebook, twitter, myspac social sites. also video site youtube. plu @caps1 learn type fast. social network site good @caps1. teen got talk other, make new friends, post want. example, twitter post tweets, facebook join groups, becom fan someth someone, myspac send messages. teen reliev lot stress web. video great bored. type youtub get good laugh two. teen go youtub becom social. example, teen learn new dance. plu video site comedy. comedi help daili life. @caps2 help life work offic trademark. teen learn type make life easier. exampl @caps2 fast like texting. @caps2 like write letter electronically. get @caps2. ok comput help life teen years. basic @caps3 somewhat. peopl computer. rememb social sites, video sites, @caps2 make life better.",3,4,7
776,1,"yes, think continu use comput help us stay contact countri around world, form balance, also make life simpler. first all, comput help us stay contact countri around world. without comput would abl @caps1 evan video messag countri import events. sencond, balanc comput excers interact sit comput comput help us interact famili friend email video chate also help stay contact. last use comput make life simpler like much easier write @caps1 letter easier instant messag someon call also school project make project look much better ad pictur diffrent font hand write it. arent arent wast time help us stay contact countres, form balanc also make life simplier.",3,4,7
777,1,"dear @location1, comput neccess life. benefit commun whole world! provid educ anyon access internet. secondly, form communication. also, comput fun entertaining. know, educ one import thing anyone' life. would without comput help? think mani time use @organization2 @caps1 search someth know answer to. lot, right? research everytim get random question jam head. imagin tough would without comput reli idea answer something. anoth thing onlin cours students. colleg student look assign professor web page. also, world student know homework can't check @person1 homepage? check almost everyday come home school. great teacher care enough post homework. without computers, we'd higher percentag student homework. @num1 everi @num2 peopl @location2 form onlin commun program. whether @organization3 @caps2 @caps3, mayb even youtube, simpl e-mail, practic everyon one. els yousuppos talk friend school? expect us call them? wwwe would phone hours! anybodi teen home know that. also, comput help deaf peopl talk. type want say comes.i rememb ladi came school blind deaf demonstr use special program. anoth reason teacher parent use e-mail talk academ children. clearli commun must have. therefore, comput benefit society. way anybodi age @num3 never play comput game sometim life. except, course, internet access. know use play comput games, start slow comput dad told stop can't use comput anymore. woops! still, use comput look cheat video games. oh come like done that! least children have. also, use specif program like @organization1 @caps4 @caps5 @caps6 creat cover page project present corpor business. words, comput pleasurable. see, comput extrem educational. provid search engin figur anyth ever want know about. like, foreign place movies. anything. also, much commun people. would e-mail friend @location3 without computers? finally, find pleasur computers. beneficial.",5,5,10
778,1,"dear local newspaper, know understand correctli honestli think advanc technology? quickli rethink @month1 worst mistak could ever make comput tech hand-ey coordination, also give use knowledge. lastly, comput help us stay close famili friends. fisrt off, @percent1 peopl say use comput everi day increas knowledge. could ba simpl go @organization1! discov latest news. ten time easier go @caps1 wait news stone want detail on. took survey @num1 student say use thier comput everi night read thier social studi scienc unit, @caps2 comput advanc away like @caps2 learn advanc away, want? second, @person1, chrildren doctor states, ""comput give children hand-ey coordin need enhanc sports"" agree! sport baseball, soccser, basketbal need great deal hand-ey coordination. without hand-ey coordination, student well end quiting. know troubl sport long time, would give up! teen gave sport would't anyin keep fit one! would lead hundr kid obes problem. lastly, @caps2 away advanc comput maen @caps2 away famili friend connectionds. comput offer mani site facebook myspac connect love ones. also go @caps3 sype chat video chat them. yes, mayb comput @caps2 away time famili @caps4 @caps5 @location1 year? want time too? make time limt spend whole time computer. way took love one would want one crush ocean child want talk/ see grandparents? conclusion, rememb talk laugh friend comput @caps6 sick @caps7 could cheer up. dont take away me! keep enhanc comput advanc knowledge, increas hand-ey coordin get see far friend family.",5,4,9
779,1,"dear local newspaper, much technology! comput neg effect people. first, countri need exercis more, sit around, second, spend enough time care environment. third, lose abil commun peopl around us. countri problem overweight. peopl blame fast food, also peopl sit around use computers, dont think stay proper shape. comput made, peopl much fit, healthy, need help countri get back shape, take attent away computer, even short while, need exercise! next reason comput bay effect people, enveiron too. spend much time indoor technology, even care world around us. much technology, peopl use plant gardens, trees, thought hardli cross minds. electron day make peopl forget nature, need change. last reason comput neg effect peopl dont commun well anymor peopl around them. commun much peopl technology, lose abil speak commun person, ruin relationship connect people, like famili friends, need start care peopl around us, alway reli technology. conclusion, see neg effect comput people. need excercis more. also, need help environment. lastly, need communc better friend family. get rid computers, step away care world around you.",4,4,8
780,1,"peopl use comput daili basis, agre benefit society. peopl spend much time comput less time exercis healthy. also peopl use comput spend less time famili friends. peopl use comput spend less time excersis stay healthy. profesor @person1 done studi show peopl comput @num1 hr day overweight excersis regularly. goe state habit continu throughout live becom obeast like die heart attack age @num2. experienc chang commun health due comput well, last year friend weigh @num3 lb exercis regularli got comput folow year stop exercis game @num4 lb much slower push ups. agre comput benefit societi peopl use comput exercis less caus unhealthy. comput less unhealthi life style, also caus spend less time famili friends. studi show @percent1 children comput spend less time famili time computer. @month1 seem like thing studi also show @percent2 children spend less time familiei grow becom lone kill due depresion. rememb new came school kid mani friend still fun came back next year start found end school keep touch friend parents. far week rest student much. got back @date1 school rest week show either finali @date2 teacher told us ran away still found. peopl use comput spend less time famili friend caus becom depress lonely. peopl use comput daili basis, agre benefit society. peopl spend much comput spend less time excersis stay healthy. also peopl use comput spend less time famili friends. know peopl use comput better societi worse.",5,4,9
781,1,"dear @person1 editor @location1 citizen, @caps1 brought attent peopl around @location1 comput technolog bad us. also heard peopl believ tecnology. so, reason i'm write today issu put belief there. believ new technolog effect daili exercising, play outsid enjoy natur interact friend family. new technolog comput such, peopl distract want exercise. effect youth fat, unhealthi sluggish time. @person1 want happen youth futur keep state countri suffer. anoth reason good exercis comput watch @caps2 time @caps1 proven energi feel happier time. comput us all. poll even say @percent1 peopl get headach feel tire computer. exercis all. senc new technolog @caps2 gagit peopl realli go outsid play around enjoy natur anymore. ask mother topic said, ""@caps4 day go outsid anymore. rememb age mother would kick outsid @num1 back home around @num2 pm."" believ still happen. mayb parent still @caps4 run around neigborhood @caps4. offtin mayb @caps4 adult too. natur reli comput @caps5 entertainment. think good idea @person1? last topic comput cellphon realli interact friend famili anymore. day friend aim, video chat text instead go someth them. realli healthi us might know talk peopl real life. also someon aim text you, realli know tone talk face face. lastli know famili get hurt technolog do. put get email feel like see other. also health relationship famili members. @person1 realli hope persuad technolog ok use sometim day. rememb technolog bad exerce, play outsid enjoy natur realli interact friend famili members. thank time.",5,5,10
782,1,"dear think comput greatli benefit society, advanc technology. provid knowledg click, entertain long day work school. that, peopl found long-last career invent computer. obviously, comput great influenc society. want find major legu basebal first came be? mayb histori report due next day, parent can'@caps3 drive library? isn'@caps3 problem anymore. comput evolv long way sinc invent @num1's. check local news, @num2' electron newspap right fingertips. mayb want ventur outsid neighborhood, check what' happen @location2 @location1. news isn'@caps3 thing internet use though. also go onto one @date1' websit school help, check stock market doing. or, use handi calcul found right desktop. could better? cours user comput information. mani entertain purposes. fact @percent1 peopl use comput entertain everyday. what, fun stuff do, blame them? social network place top list. whop @percent2 internet user use site like @caps1 @caps2. site use catch friend might seen year continu convers @num3 minut ago. also use comput watch live-stream @caps3.v, new @caps4 got yesterday. that' right, @caps3.v' might need soon! would compter without games? @num2' @date1' scatter across web. great that? finally, mani peopl found career internet. know @person1, @num5, found tube mom post video famili see couldn'@caps3 attend proformances? couse, tube isn'@caps3 way make money. ton job list employ curiou person find. wonder citi streets, submit aplic interview without ever leav your. artist also discov talents, play around @caps6 @caps7. mention career path involv comput directly, repair movi special effects. matter use comput job hunting, entertainment, information, good idea home. there' erason @percent3 @caps8 use them, excus sit around stay.",6,5,11
783,1,"dear local newspaper, @caps1 would like say love stori puzzel paper think stori guy use. peopl addict computers. guess guy wonder mean addicit computers. well im go give three reason this. @caps1 reason peopl spend lot time family. say time coupl get argument person that addict internet want he/her suppos do. exampl say turkey oven comput forget fire alarm goe off. anoth reason peopl addict comput onlin chat room have. know peopl that' addict onlin chat room sometim get worri half time know talk to! could anybodi even pedafile. final reason peopl care. peopl comput day night noth besid onlin chate essay someth help caring. know use addict comput almost fail class use comput talk anyth read email write essay. conclud say next top story.",3,4,7
784,1,"lies! comput use societi harm us way! huge step forward mankind benefit lives. benefit us greatli follow reasons: comput sourc knowledge, comput aid advertiz buiss mani workplaces, help easi way commun someon across street across ocean. without dabt comput noth benefit peopl society. first all, comput big sourc knowledge. mani peopl @month1 want answer question encountern recent cannot find answer book newspap turn comput immediatley problem solved. comput today hold everi bit inform everi topic imagin histori politics. one find site @organization1, type question, million answer pop assur solut problem. comput also provid place research project statist economi need school, buisness, recreation. time chang fast sourc world histori school subject easili found corner internet. @month1 look book paper easili found internet click button. clearly, comput huge sourc knowledg society. second all, comput internet support mani buis advertis make profit. everi singl time visit internet occur mani differ buis abl advertis product overal buis pop-ups, side bar websites. clearli help workplac get attention. along advertis product buis even sell product onlin without thing. also aid consum would drive way store pick need. need select item wish purchas await arriv day later. clearly, comput internet help support welfar buisnesses. finally, comput use today huge easi way communication. contact peopl anoth street, town, state, country, establish use social network site as, @caps1, @caps2, @caps3. could send letter touch button make trip post offic await reply. instant message, use site mention also achieved. could write someth computer, send anyon receiv repli within seconds. obviously, comput play big role commun one anoth without problem. conclusion, clear comput benefit societi greatli without side effect all. comput good sourc knowledge, aid buisness, anda great way communication. everyon agre without hesit too. comput best thing ever happen societi today.",5,5,10
785,1,"dear local newspaper, @percent1 @caps1 computer. illustr comput must posit effect peopl peopl them. believ comput posit effect peopl give abil talk peopl online, learn new things, give hand eye coordination. first reason believ comput posit effect peopl give abil talk peopl online. peopl dont phone computers. need contact somebodi could use computer. also peopl famili friend live across world. comput great keep touch, also wont cost lot long distance, like phone would. comput give abil talk friends, family, peopl posit thing import so. second reason believ comput posit effect peopl give abliti learn new things. learn new thing use comput give posit effect peopl dont travel go place get inform learn things. could click button. peopl could use comput learn anyth everything. abl leav home gather inform new thing give posit effect peopl peopl abl learn time would travel place get information. posit effect peopl know better. lot knowlag good thing good thing future. third reason believ comput posit effect peopl teach peopl hand eye coordination. hand eye coordin give posit effect peopl go need live. dont good hand eye coordination, bad thing use everi thing, driving, writing, excercizing. comput give abliti learn eye hand coordont throughout life posit thing people. believ comput posit effect peopl give abliti talk onlin people, learn new thing teach hand eye coordination. hope letter persad believ comput posit effect people.",4,4,8
